t,y1,y2
2020-01-01,0.0,0.0
2020-01-02,0.4967141530112327,-0.13826430117118466
2020-01-03,0.8683927543720719,1.5890855216086843
2020-01-04,0.5178601067844368,0.9798321823276516
2020-01-05,2.0341093053651402,1.5106920705848308
2020-01-06,0.8497186808645842,2.0592080775464052
2020-01-07,0.373283263129111,1.0247106972169613
2020-01-08,0.6335460425739818,-1.186468847388888
2020-01-09,-1.6454385807038194,-1.084105024902111
2020-01-10,-2.0523714156667556,-0.8298472565571384
2020-01-11,-2.1001792346660166,-2.5259234799696015
2020-01-12,-0.08962554440537462,-2.3713841588681017
2020-01-13,-0.4515613992883838,-2.8744663448559304
2020-01-14,-1.3450566931405605,-1.7492256369902075
2020-01-15,-2.173367051390625,-1.0773543717906207
2020-01-16,-1.9027930899722416,-1.5901164882848366
2020-01-17,-1.8711264548724853,0.32737036454636326
2020-01-18,-0.8835863792649039,-1.4226266466898276
2020-01-19,0.09622639313277148,-2.33949555176439
2020-01-20,-0.21092231878173687,-3.334499536998578
2020-01-21,-2.1005471156890145,-1.8671151819645444
2020-01-22,-0.6852300142420058,-1.5790649626954605
2020-01-23,-0.7740762820483356,-1.4541116774791667
2020-01-24,-2.1563824668874285,-1.8245340994967094
2020-01-25,-1.9037368243028436,-0.6845129735453384
2020-01-26,-0.745152717292028,-2.74486898678079
2020-01-27,-0.597466186607377,-2.2555494876723987
2020-01-28,-1.4267649911441271,-0.9208932597447844
2020-01-29,0.1334383749749305,-0.049285334073910225
2020-01-30,-0.7823554025499553,-0.29875206380308156
2020-01-31,-0.11966468263203,0.5615872680755236
2020-02-01,-0.4266891255462002,0.11539397939188803
2020-02-02,-1.2966007409007507,-1.2549769741093981
2020-02-03,-0.08676994287805706,0.2142736218349588
2020-02-04,-0.07254036865237062,1.1060660881295823
2020-02-05,0.5465790583473653,-0.00324221232308608
2020-02-06,0.6340366922174794,1.700064956576327
2020-02-07,0.6212052983140536,2.774893637425046
2020-02-08,-1.7541637274477084,2.6732002763244678
2020-02-09,-0.25539474022078934,0.7786636970945002
2020-02-10,0.11979614584400769,-1.5969891184104295
2020-02-11,-0.47917163859759404,-0.5651420557813089
2020-02-12,1.1252798142864573,-1.001106943321711
2020-02-13,-0.4460750844143012,-0.764837265291626
2020-02-14,0.5393971224365983,-0.2639737748395815
2020-02-15,-0.31285639751665595,0.5167023049405867
2020-02-16,0.043989811577829746,1.1848094542422445
2020-02-17,-0.4430962972399886,0.3964204694209273
2020-02-18,-0.5343722078679665,-1.3585915556515589
2020-02-19,-0.24278413799971893,-0.7144113235714359
2020-02-20,-0.2591608770716858,-0.7360691689179246
2020-02-21,-1.6921650143698421,-0.9400350872376195
2020-02-22,-1.3768040411592144,-1.8739478258751432
2020-02-23,-1.224477297420645,-1.1333590510583116
2020-02-24,1.0472754422885453,-0.8727808070293415
2020-02-25,0.6066319504611684,-0.2839317672972083
2020-02-26,-1.672241593527899,-0.01488335068919136
2020-02-27,-0.7788672569607613,1.9526396240134016
2020-02-28,-0.19126666845882284,1.239470939653425
2020-02-29,0.11754908399603026,-0.48237547436512396
2020-03-01,1.105122261640011,0.49777247326650886
2020-03-02,1.443147572516354,-0.27918729234283035
2020-03-03,2.06853063872571,-1.136419166443073
2020-03-04,1.3938385798745108,2.129163317561848
2020-03-05,0.13221562831893674,1.1293518348966902
2020-03-06,0.39162954622644763,0.21380013531749598
2020-03-07,-1.3120886308894097,0.3143319198644592
2020-03-08,-1.655481645197918,0.2685649932870342
2020-03-09,-1.6934520581753554,1.214428907430385
2020-03-10,-1.3870935399378377,-0.10143978920005126
2020-03-11,0.09968248956074066,-1.7078562519353373
2020-03-12,-0.06427007100256774,0.31233374998944796
2020-03-13,-1.5771515200646218,0.3527530872252027
2020-03-14,-0.45814234833884687,0.5203292680930451
2020-03-15,-1.3619560314288963,-1.1457017567301033
2020-03-16,-0.38817680144357125,-0.7990231902335447
2020-03-17,-0.10340018842261794,-0.2494187450762223
2020-03-18,-0.7816085648050443,0.05158239358848479
2020-03-19,-0.08741533038614391,-0.9178845513147902
2020-03-20,1.6384899356887266,-0.10312240899292979
2020-03-21,-0.3926830111568713,1.0862271439446898
2020-03-22,-0.9537777470168192,1.3210159867622044
2020-03-23,0.9459099028514354,-0.3142060503994335
2020-03-24,1.3734898705901528,0.5080302675522689
2020-03-25,1.6104111488000203,2.6136581043623544
2020-03-26,1.0825490792696106,1.297582042899929
2020-03-27,-0.08872348141073216,0.2875036645554023
2020-03-28,-0.06396271720838972,0.4870371291266652
2020-03-29,0.34211686655115725,1.100216711349506
2020-03-30,0.4041036674233869,2.2162991639323675
2020-03-31,0.3806548332602109,4.171179765176055
2020-04-01,1.6502307174303228,1.7597467526674142
2020-04-02,0.10617221118753206,2.0333896820727304
2020-04-03,0.23630125668246127,1.9658859666919897
2020-04-04,0.9845654462531734,1.1775930443630593
2020-04-05,-0.11899238606920637,-0.5129217641920771
2020-04-06,-0.6085954979400396,0.5129480199874641
2020-04-07,0.01238559915767698,-1.1205486161015215
2020-04-08,-0.04473599779028381,-0.2832961101847729
2020-04-09,-0.9628846571332295,-0.029673359502420976
2020-04-10,-0.429168282021099,-1.4496397106720444
2020-04-11,-0.14672472279667514,-0.43774978464132197
2020-04-12,0.9221389248486751,0.7471347644111073
2020-04-13,-0.767172952650532,-0.212902503813856
2020-04-14,0.08886829012062258,0.15589256282873565
2020-04-15,0.5906603439321062,3.972927515388149
2020-04-16,1.66080618573685,3.69652025259312
2020-04-17,2.5237089068802514,3.367545258582725
2020-04-18,1.620094260516325,3.5366090477069774
2020-04-19,0.7445437252619862,2.371175100039075
2020-04-20,0.36114333480970456,1.7279423169883632
2020-04-21,2.840818697476034,-0.7221568019558191
2020-04-22,1.9622381787213667,-1.1937643431203333
2020-04-23,0.2704343549471832,0.9613634447115764
2020-04-24,0.3917698855113697,-0.41979640461820533
2020-04-25,-0.6033780474279244,0.5452508718171636
2020-04-26,-0.9230054810676662,0.36259569844389566
2020-04-27,-0.3434117609412402,-0.7109445728597793
2020-04-28,1.8300492942827495,0.10432875031977162
2020-04-29,-1.089252189452278,0.7980663532461155
2020-04-30,-1.0467992888453037,1.0044974899082098
2020-05-01,-1.1150208848737106,0.17392226582443568
2020-05-02,-0.017738710291511084,0.6356022882026697
2020-05-03,-1.082045304560998,0.04153852399320013
2020-05-04,-1.0076602586428152,-0.9530197095460912
2020-05-05,1.071020169050471,-0.46912819235954367
2020-05-06,-0.8191995082817184,0.9576910823541912
2020-05-07,1.9040946593426122,1.361320057479146
2020-05-08,-0.29505862478687805,0.9037863594240199
2020-05-09,1.3001391086779877,-0.2539152374004323
2020-05-10,1.0431059350051357,1.0123266435924738
2020-05-11,-0.20291217535702033,0.8608024105952249
2020-05-12,-3.1705629456285376,-0.568779847584261
2020-05-13,-1.9516055937242813,-2.5402199742039673
2020-05-14,0.14856451222870115,-3.5397550406002978
2020-05-15,-1.0737132387026929,-1.948543093405477
2020-05-16,0.5147080510336737,-2.9271019788335337
2020-05-17,0.8350973819050896,-1.591615710970431
2020-05-18,-0.8822831022894924,-0.24233673774746095
2020-05-19,-0.2905492031207684,-1.0103038504941189
2020-05-20,-0.2775332866691891,-1.0786606680944617
2020-05-21,-0.24098143170223887,-0.06832571233638729
2020-05-22,1.4518609578269552,-1.351105355739353
2020-05-23,2.588742782421874,-2.327192725618027
2020-05-24,0.6771477510517483,-0.03137559415967783
2020-05-25,0.6132906244289713,-0.43838055100087614
2020-05-26,0.010846951657035087,-0.5720420779306674
2020-05-27,-0.6983496967018277,0.5096309357597351
2020-05-28,0.10976682476608052,-0.5966359428153615
2020-05-29,0.8351560992532187,-0.01775199738278338
2020-05-30,1.2268897689890128,0.8695244732699078
2020-05-31,-0.04164523177358448,0.3296005744616788
2020-06-01,0.7923911041288053,0.7956370405783968
2020-06-02,0.5344213662159338,0.8324269388944616
2020-06-03,1.7113609666752843,0.06821118436562712
