X,M,Y,W,Y_moderated
0.4967141530112327,-0.06679759835317339,0.7641979955088707,0.3686733088729012,0.5323887714276732
-0.13826430117118466,-0.3768755309183141,-1.0191632983615628,-0.3933388123273607,-0.5089043407800244
0.6476885381006925,0.8270287792321156,1.4509774188640745,0.028744822934817487,0.43775279529446465
1.5230298564080254,1.3713060322023503,2.516505848928581,1.2784518626072987,2.3585370529078595
-0.23415337472333597,-0.17435815928840925,0.13247167711658075,0.19109906801990334,-0.0385575073684714
-0.23413695694918055,-0.10523217821003536,1.3446425603407595,0.04643654815614881,-0.07501316589524162
1.5792128155073915,1.7442814187493865,1.05922261816973,-1.3598561409799192,-1.0389446828184503
0.7674347291529088,0.24141861598912112,-0.5438987013944975,0.7462535660272207,0.3063530616732588
-0.4694743859349521,-0.05508337956944759,-1.6438159812390722,0.6454841811410754,-1.284391471893681
0.5425600435859647,0.27869570429322826,1.5810768892016691,2.16325472330546,2.789396064119834
-0.46341769281246226,-0.4332329865823338,0.07818565600886102,-0.30777823495300055,-1.2620809533892348
-0.46572975357025687,0.22337759849441535,-0.09673307905981761,0.21915032766393877,-0.7622698679617796
0.24196227156603412,0.5820817645902387,0.6700088684364132,0.24938368371075526,-0.3547929945182504
-1.913280244657798,-0.9325413532601392,-2.2252281476579037,1.5774532797634744,-0.9747087156611459
-1.7249178325130328,-0.5547030791819583,0.933812603179073,-0.0952955323869521,-1.0612565333369934
-0.5622875292409727,-0.38309934965230136,-0.3513976759075879,0.27902152577033923,0.7380002215174223
-1.0128311203344238,-0.3680052985866147,-0.5384197916018241,0.6078965097165392,-1.1091177078407803
0.3142473325952739,0.06483975451996368,0.7452160848690417,0.1866091231563581,0.4597583006995174
-0.9080240755212111,-0.4735336766206266,-0.2625224507914898,-0.44643361455052827,-1.0940707766800355
-1.4123037013352917,-1.0536841181185463,-1.0180247319819395,0.19408999289830758,0.958548843275589
1.465648768921554,1.074452120741447,0.5985512156572403,1.073631749859772,0.7342619951779258
-0.22577630048653566,0.13953510237788186,0.37058522694091145,-1.0265152994110602,-0.08028104120742077
0.06752820468792384,-0.36184059833518956,1.3155265200540829,0.132969674146876,0.5842681906829343
-1.4247481862134568,0.04886990749331044,0.5357587069345858,-0.7001208149391732,-0.19237271514133214
-0.5443827245251827,-0.8840765979174788,0.5263502527509576,1.1950466289248425,-0.3221325966028016
0.11092258970986608,-0.5294484935969598,-0.6822726014191777,-1.5231869047837747,-0.5729336708032489
-1.1509935774223028,-0.22664006744557796,-1.3880653276431327,-0.5589218472715883,-0.45079798271309723
0.37569801834567196,0.6588199598234383,0.44494164715261325,0.37721187506452086,0.24009807197267957
-0.600638689918805,-0.1083871744170859,-0.2607078507868178,1.5655240292343404,0.5643154364645381
-0.2916937497932768,0.10998712977684622,0.8246679927255559,-0.0657502610729878,1.610518024135453
-0.6017066122293969,-0.42731801498403515,-1.8510451576540354,-0.5551995266931983,-0.7797797016017534
1.8522781845089378,0.8479675434133405,2.4733320554200704,1.88115706944059,1.7884143099672112
-0.013497224737933914,0.02845422178030943,-0.11473267569017945,-1.448013900416244,-0.5039607535598158
-1.0577109289559,-1.0789785060251857,-1.4119763311554077,-2.198805956620082,1.8055506550476377
0.822544912103189,1.0633413051811078,0.1573392477418062,0.4400144500533324,0.0451097955491101
-1.2208436499710222,-0.9281192457307847,-2.3690943449194957,-0.5020542243526112,0.7954272367607644
0.2088635950047554,-0.266544081892927,0.5821554560356778,-1.0212328171307132,1.0549032606152144
-1.9596701238797756,-1.5324620075423394,-1.644690880326591,0.7083564472993533,-1.7654567078485421
-1.3281860488984305,-0.723264507091089,-1.9972018436068688,0.24380071377119883,-0.2652914296665896
0.19686123586912352,-0.144059411293601,-1.0437541700794042,-0.5640786307367284,1.1875062406666956
0.7384665799954104,0.10581640821357158,0.09024871749420449,-1.2803043986708944,-0.6963450266493831
0.1713682811899705,0.2418014025789355,1.548845374254864,0.8724573282801447,0.24436165610072405
-0.11564828238824053,0.041529487882593016,-0.22901470131662424,0.650201177958661,-0.35818637874052894
-0.3011036955892888,-0.464244174598067,-1.6015023454890407,-0.09917586377938291,-0.9801651038438599
-1.4785219903674274,-1.2704845460663605,-1.5502939750555425,1.8466369960476658,-1.7968092951752284
-0.7198442083947086,-0.38786597719747784,-0.7388361254745064,-1.0700847663261526,-1.351982018892491
-0.4606387709597875,-1.0464893104205133,-2.9696584089894804,-1.5255251709247388,-0.37962374622873796
1.0571222262189157,0.036253671164963364,0.40116519997229455,-0.6919080698812444,-0.5875624523705064
0.3436182895684614,-0.11868930792829505,-0.11851389309653483,-0.045586016355497805,0.3388963937228531
-1.763040155362734,-1.3408516846098375,-0.9527619810602614,0.24333944932269183,-2.2248416480633657
0.324083969394795,0.38231256137535874,1.8381860005394095,-0.24123605785632987,0.3231030574355715
-0.38508228041631654,0.46812051218335443,1.028091418781692,0.3520553965142968,0.5256705300642321
-0.6769220003059587,-0.045015588613161406,-0.5128891057341447,-1.2515394241904443,-1.9700335132733717
0.6116762888408679,0.3482041372068939,-0.4316277291328526,1.4437646040732597,1.391459411512204
1.030999522495951,0.7121915617958212,2.8984025886757614,-0.08215117839256883,1.4391104714307514
0.9312801191161986,0.15063140106243456,0.5102656354955307,1.1172958315881278,0.24932215213334286
-0.8392175232226385,-0.5967088342520418,-0.6825688763099235,0.34272534637770413,0.9062183052390677
-0.3092123758512146,-0.36077798255591914,-0.3594518095620399,0.4567532191537839,0.26114148608447124
0.33126343140356396,0.3932436821515395,0.5269193904666336,0.5697672802322037,-0.1519503590948057
0.9755451271223592,0.26926611720948995,0.4362893916354834,0.4477085600173148,0.7521738310785531
-0.47917423784528995,-0.07574870937111683,-0.6960485262649752,0.6427227598675439,0.2767007636128555
-0.18565897666381712,0.6364081728366169,-0.12990583995587046,1.3291525301324314,0.2680129444079459
-1.1063349740060282,-0.8288145560326485,-0.9660253393947992,0.19652116970147013,-0.15017363940480177
-1.1962066240806708,-0.6364887758069988,-1.2951157320234796,0.7090037575885123,-1.4611870557574607
0.812525822394198,0.9138400715314948,0.30303774573484465,-0.08973569428722672,0.48566583462025614
1.356240028570823,0.7487577840566578,1.0768948640158413,1.4401172154494728,0.7604414267668798
-0.07201012158033385,0.06163915579897469,-0.1958023290894329,-0.6763923020592697,-0.30842076372399213
1.0035328978920242,0.7087692289153142,2.029869087372149,1.8009404329108156,1.041843654275388
0.36163602504763415,0.3019832668077598,-1.7949314766107003,-0.04015795064434341,-0.425462351399331
-0.6451197546051243,-0.8380887201513202,0.11230434760512764,-1.4307751021180481,0.6062906453397803
0.36139560550841393,0.2652320109853611,1.3005656027926855,0.12810441491078928,1.1106957727408533
1.5380365664659692,1.3256247421489031,-0.24812271405079023,-0.6810516574748808,0.6330203415768128
-0.03582603910995153,0.7004935765205548,0.13181565500407316,0.8406435489887243,-0.651616938061861
1.564643655814006,1.5748859721124076,1.2736363527964139,-0.6526239793023911,-0.07504171317858688
-2.6197451040897444,-0.7572303441070427,-2.6282456038743804,-0.4461834332147797,-0.005694676149810229
0.8219025043752238,0.19165797161863185,-0.1784975653514317,-1.889540730945531,-0.6637447397373727
0.08704706823817134,0.497093266127059,-0.5553858894011591,-0.4523063192490767,1.747546494715226
-0.29900735046586785,-0.1176341424569316,1.211632929078392,-2.4238793266289567,-0.2721101075843969
0.0917607765355023,1.1591340101836878,1.4807274312423826,-1.5839028234857233,-0.3337872268018704
-1.9875689146008928,-1.7954473828982005,-0.8550519195839505,0.7604146561442974,-1.6175038449228913
-0.21967188783751193,-0.5736312425766463,0.1452901505535954,0.7858001586508322,0.16368954577678135
0.3571125715117464,-0.049717522663788594,-0.7902269019673578,0.42545756178496474,0.24499218277018642
