X,y
-0.13525432539369245,1
1.0035665601832853,1
2.333244404285301,0
0.19228267439904112,0
1.9570636405416413,1
-0.24141441042020614,0
0.9519603635098018,1
1.1011557622472865,1
-0.4099605038527736,1
-0.7470780793016419,0
1.1453891885473528,1
-0.5315569372430567,0
-0.8943499126754028,0
-0.6839595017990969,1
-0.5356133384254117,0
0.8566171046256775,1
0.5150426732761878,0
0.715658244757891,1
0.42137981109808254,0
-0.5938401622466387,1
0.6971028559082721,0
1.1824538266053037,1
0.5845032161193093,1
0.44965590662585053,1
-0.7670545065706765,1
0.21181707897447793,0
-0.8202413294487015,0
-0.02402785808060396,0
-1.640266639225316,0
-1.6325584029920932,0
-0.1910476899470299,0
-0.5484396718269897,0
0.10678719347417348,1
-0.13476857911511902,1
0.030190787210155032,1
0.6086074423567405,1
-0.4632689556608324,0
-0.219443811644863,0
1.4550212227631638,0
0.003084126825026962,0
-0.17921047462538878,0
0.08251269932318937,1
-0.1613643730095304,0
-0.7095722929532244,1
-0.9980298371797204,0
-0.7634313401500049,1
0.8729191867707867,1
-0.6299052547184123,0
-0.15492460183627646,0
0.7007362851328974,1
-0.2783911708109784,1
0.6333613148436524,0
-1.540793042430867,0
-0.13251667954189647,0
0.0788960965985086,0
0.02313872309816787,0
-1.652918697838884,1
1.2031126464308044,0
-0.8546729449714168,0
0.33503712526246754,1
0.007964282647330446,0
1.0037095238106777,0
2.1874888293742063,1
-1.290364484542836,0
-0.6489138812724988,1
0.189092493839052,0
-1.1053533175527916,1
0.7821826079557601,1
0.8433726221570585,1
0.5594490759950371,0
0.23658175087619732,1
1.3697087779697807,0
-1.155625481668862,0
0.06526819534255347,1
-0.7388028687302217,0
0.8899163325651686,0
-1.8333411645064328,0
-0.028083865592979814,0
0.33523868706994847,0
-0.9474921349737745,1
-0.6261900322215666,1
0.015378981372105674,0
0.9550963794414762,1
-1.0328692285870538,1
-0.8584499403746859,0
1.125587771040344,0
-0.2729753999198351,1
-0.7775390398449775,0
0.7286847972169158,1
-0.48819699723224685,0
1.027421535338774,0
-0.6637203769797122,0
-0.15959456182499593,1
0.9449716653887317,1
-0.22626087117375152,0
0.7560533220786464,0
-0.06554760678100492,1
1.981691806400029,1
1.5687786041028489,0
-1.328096262433748,0
0.5222436812480098,0
-0.8164039861010418,0
0.19150693879273067,1
0.06837062931026103,0
-1.0553870170924875,0
1.0584845435303247,1
0.20330294356907486,1
-0.2846830356725835,0
-0.4381098242435948,1
0.13977696976623552,0
0.4079250175142854,1
-0.12497578635826605,0
-2.8325195707762085,0
0.016890716242483676,1
-1.4414820616097774,0
-0.20945256564907563,1
-1.4045642570696417,0
-1.4164976350794674,0
1.235121821948528,1
-0.3200919809443903,0
-0.3966621598219177,0
0.48252404882859146,1
-0.37059052307245194,0
2.1038060921274098,1
-0.2730197607260194,0
0.36512541198301046,0
0.970941331376861,0
1.6022532256069097,1
-0.7420061356576401,0
-0.41796350383864467,0
1.2745918752935148,1
0.8100623040526913,1
1.0751759356684585,1
-1.3687045435596683,1
1.5479997539240187,1
-0.761407543284805,0
0.19229297814189597,1
-0.14822287759177039,0
-0.8784828365480701,0
-1.412535763421003,0
-1.7438481166328978,0
0.1190184060539747,0
-1.5253190902334557,0
-1.1338155950868831,0
-0.2180358781982199,1
-2.6388085002598998,0
0.7789797120440013,1
-2.409888167106808,0
-0.07737239133277289,1
0.015019226594289363,0
0.538061720181809,0
-0.04168080238989361,1
2.0179079638332387,1
0.21631688156850074,0
1.0536123992436601,1
-0.7234628088702879,0
0.12075680618946774,0
1.5475700950289266,1
-0.23769512468964085,0
0.19223476419523094,0
0.9808534491374752,1
-0.7422295201916345,0
-2.1615603333191933,1
0.2555736537123689,1
0.9886691693580026,1
-1.3514457648919713,0
0.6702198972773387,0
0.6769663873395375,1
-2.273496259115304,0
-0.9362886324067723,0
-0.3958287807316623,0
-0.17962400023523706,0
-0.7431342647679839,0
-0.797002803582182,0
1.6714828911820923,0
-0.10755913185890842,0
-0.6950436601497395,0
-0.041169476912550004,1
0.5370908330611436,1
0.05162637671120796,0
-0.20572759082797323,0
-0.6500166686704533,0
-0.662130845467599,1
-0.5978083864853595,1
0.3388146008107369,0
-0.9941800924017872,0
0.3932692234702219,1
1.41299475562683,0
0.32570735781319976,1
-0.36958552891713703,0
-1.2981268850546304,0
1.5781068079115141,0
-1.1700176505989124,0
0.8485620344757479,1
0.6385178605944855,1
-0.23676860296405963,0
-0.262978803780678,0
