Y1,Y2,group
0.038227154671646224,0.250105833323469,A
0.2775699978307442,1.2735786572194139,A
-0.2873697709425011,-0.21259350302053245,A
-0.9726754924410984,-1.092789135652468,A
0.40029559971966416,-0.08433316428430043,A
-0.45132979909596005,-0.1428796907644452,A
0.6658660323384838,0.4881720552250836,A
0.9236665478392456,0.21879809402375502,A
1.6135905950678453,1.3826803413862896,A
1.7055677742539253,1.242752087914414,A
0.004661599459917398,1.0565566567255218,A
1.2595525178564262,0.49836613304195043,A
0.6204814224482799,0.04033777094550372,A
-0.6165257522962501,-1.7550931253458697,A
0.16254130984964316,0.49460655901404965,A
-0.5730063825009737,-0.9532479384311768,A
1.7361750918178196,1.5860708702323145,A
-1.3119847107276763,-1.0297973032972492,A
0.3267651210763838,-0.7362528705006129,A
1.00048038534274,1.018522033976839,A
0.8445992709371135,1.6259614932996238,A
0.7455457999028184,0.7208885191713247,A
1.8300229914792325,1.4362211230357256,A
2.1879635678313747,-0.13399284951043636,A
-1.2898287837506748,0.3513307553408988,A
-1.3189981662273527,-0.6373074763235477,A
-0.04430566258818852,0.7615845659596376,A
-1.128298875303336,-0.9914770456320428,A
1.2753781457484124,0.7759938471570411,A
-1.4372063297687838,-1.5119504979189502,A
3.6137846466557253,2.1448611829855317,A
-0.15032925968403527,0.8854959787335327,A
-0.29068493196087847,0.7637467230123818,A
1.4378162258049414,-0.526476296430672,A
0.2532319500865101,0.5981769516327952,A
0.4006982175685323,-0.8544095316881034,A
-1.0381922865573698,1.6464819515067044,A
0.7376804360366389,1.3984038305003879,A
1.3838785061740961,2.247670330743758,A
0.5717323272435862,0.9738205854465263,A
0.973067580680893,1.2639203808576,A
1.1444383307516413,0.42939014778501566,A
-0.1675783714568198,-0.5979638478538359,A
-0.23399933796196526,-0.4248406566053161,A
-0.2809944782317705,0.16409199312163142,A
0.801149766470185,-0.1949000195315892,A
-0.13657364487546203,1.0585655349579741,A
0.32184038465895937,-0.5230580687515144,A
-0.581919480492468,-0.11360389555332961,A
0.0385861906003091,-0.9392510097709765,A
0.9293825445588126,0.25255332817180076,A
0.04287066109927118,0.5817898462430058,A
-0.44411204369057244,-0.06889508653340982,A
-1.5170604407499726,-0.8281695082583425,A
0.714746397570776,-0.4691387784817238,A
0.7496683953730615,0.48796332769483447,A
-0.7043815264554331,-0.7317134605615263,A
0.9347288096575922,0.20183592393036612,A
-0.38473728463294704,0.505250277584153,A
-1.2749788376978992,-1.4807474357275667,A
0.6457195842652206,-0.5682221218921625,A
-0.9788886085921061,-2.37989144674819,A
-0.8320213501525247,-1.1973573031649951,A
1.074068395785889,-0.03593517610003806,A
-2.197909166382151,-1.9764175431037563,A
-0.461795578913027,0.42493678064151547,A
0.5627146963943127,0.5645606516253184,A
0.20728421063988364,-0.30486152170824965,A
-0.9295898461742175,-1.1482442576701215,A
1.4958004954097317,1.1943031318888577,A
0.2309515571583062,-0.6625416767293022,A
0.9785893037391509,0.4323302656131102,A
-0.8140420943025917,-1.3012001169482978,A
-0.9301764239717016,-1.5451268621200374,A
-0.058349161477346645,-0.5045918356970979,A
-0.09391810475521611,-1.2121922593204955,A
-0.7002698809108118,-0.5864004806011278,A
0.6373599138985021,0.47113842918835136,A
-1.397279597094537,-1.2594350922137536,A
1.2109269551454367,0.006233672317323835,A
-0.5356155634778029,-0.33977031646711725,A
0.1292067917426012,-1.333017947947241,A
0.4417677324299406,1.58864693168184,A
-0.5536507090614602,-0.020249857823898206,A
1.3242050248637922,0.3432178265348735,A
-1.3776440070981986,-0.3392663523330497,A
1.582197571127232,0.3028270752743865,A
0.4937184979973993,-0.30562995537860704,A
1.3359831360641912,0.08460488963679844,A
0.983022983919736,-0.17167175871313003,A
0.7994490860512606,1.097840932617565,A
-0.19463626762915262,0.2902424139029792,A
1.4231645417875414,1.4330451516173044,A
-1.6114185984215101,-1.983691082707109,A
-1.1222570158248006,-0.30625016705037705,A
-0.8326148173767003,-0.6659531303193773,A
-0.8397516517892716,-0.14073803177626595,A
0.008396683502538638,-1.1090214900108577,A
2.2554301076178445,0.7018465642030369,A
-0.06299795072172504,0.5309287837009194,A
0.4944629932588558,1.4184334518432598,A
0.6813606664111309,0.18860545521705194,A
1.6664830782217617,-0.21830328079451233,A
-1.0549257170903763,0.6577419957481929,A
0.9795848901426737,-0.8710467515521786,A
0.1366022965310777,-1.4881956935719116,A
1.16622358799862,0.927885415685049,A
0.39794646211937024,-0.6107175390474578,A
-0.1174184505168808,0.5977439502438038,A
-1.3637367737195691,-0.11228035190530425,A
-2.0585497201765697,-1.2486603985154527,A
-0.24195756815972214,0.6173562229632504,A
-0.6573716037702175,-0.151004626243963,A
0.3025510811770592,-0.6095030209768473,A
0.9389167072508892,0.8417985061757465,A
0.21076055290343085,-0.46868037002828217,A
-1.4070078340022272,0.6737580700369624,A
1.2195124767146728,1.8017569542784333,A
-0.16819207997083824,0.2824634753638166,A
0.44603981490560074,0.29997992985843364,A
0.03866626139307437,-0.2629676221421863,A
1.4337849236684155,1.199869893023962,A
0.9000709495023115,1.553264060082621,A
1.1012822597113172,2.129936639167207,A
-0.5887067785690205,-0.1553181628351257,A
2.0386470462633484,1.7100476081717917,A
-0.7397112445809695,-1.2583192236112641,A
1.2519642562299016,0.6152941612241893,A
0.48481538087208,-0.36655506944073146,A
-1.0361833016211328,-1.100850831611525,A
1.1318089323046514,-0.16953459453092803,A
-0.6503762143043744,-0.1887099195930111,A
1.8042375520172989,-0.43209147629684674,A
-0.2623287954563341,-0.44913218671733635,A
-1.2696334357229544,0.6875410979166839,A
0.28015636670380534,-0.23368225013896662,A
1.1498208660509348,0.8373990745558857,A
-0.1657177743389008,-0.1124103537401404,A
-1.742107549773069,-1.243021984307126,A
0.470021268594262,-0.23653931023921085,A
0.22255869125756736,-0.6844494671250919,A
-0.3994452467222287,0.08796868018261483,A
0.502596345658253,-0.12769009840688886,A
1.3206042213918772,2.464440947812268,A
-0.5630770241009828,-0.1354597425162004,A
0.6622514371712839,2.042090136911341,A
0.5472872761099973,0.25849197341051106,A
1.819502446395405,0.03255671505555637,A
-1.6455899916276446,-0.3589926222300201,A
0.483043869016632,-0.19634070078971813,A
2.501337323836839,2.151722333801289,B
3.185236608107191,2.8929813926633505,B
1.3583311609244726,2.3764884085732247,B
2.775840046558171,1.1994883376587353,B
1.8217838498511174,1.5658532881813638,B
0.09846149039550944,1.5279192924395173,B
1.0125393305814891,0.4509513952082098,B
0.10126370419247488,0.452206209088182,B
0.8428230593896031,0.34020344555784354,B
2.12157868392105,2.3956060365931355,B
1.2410641600736878,2.4958761035428574,B
1.6187223916709534,2.78333738198131,B
1.4725624245991187,1.2591702059919703,B
1.6696659414131736,1.1964008945801248,B
1.2968282336107388,-1.367504087463708,B
2.299512044241713,0.5349161349646658,B
2.2382284822567162,2.15262039278547,B
1.0404271444212518,0.3482749323443617,B
1.45663677269655,0.2778201324717533,B
1.0709225296726503,0.5965770877691776,B
2.104593172377696,1.7682145092672918,B
0.3455707329137452,1.4333105761474927,B
2.1918504356450805,1.0399820510583067,B
3.133515364728657,2.1049388392225317,B
3.316289800374274,4.57760790222432,B
2.4531504839171214,2.1146565196248237,B
0.942331760388013,0.4663431580016455,B
2.8402419917039854,2.6154963711890007,B
2.8087422883618482,3.1530980576498044,B
2.5772365575045666,2.0699651469107545,B
2.567445981278747,2.461224487436735,B
2.1876907687670526,1.6677156803595308,B
2.351461828080576,2.269939001261227,B
2.1424407560507266,2.1735167229257404,B
2.0837176510487563,3.0883105601752465,B
2.1680677149736503,1.664220962148773,B
1.7389388184971237,1.6645702196784091,B
3.3310613236230067,3.672014013844633,B
2.415704378964852,3.350132162196159,B
1.8193261799419076,2.599396477332972,B
2.5108206434350824,2.5807499105757223,B
1.0864066570034514,0.8173901105886288,B
2.1841423096045314,2.8391829233863204,B
1.7238754757108978,1.1751263422960792,B
4.024471170654734,3.4144481931563777,B
1.8009065414361443,1.0258723520124202,B
2.338214913701651,1.6807299757353071,B
4.0110464356256195,3.335565258585691,B
2.602176810014863,0.23192432994905054,B
2.374651284182844,1.1885820527834308,B
1.1159142431673468,1.830233179041,B
2.2337453591520493,2.064077200370827,B
3.3711222804366576,2.025538880331691,B
0.9619441187144018,0.09687269154327405,B
1.071998742328983,0.21249870252880632,B
2.1140753599708795,0.9762682003172445,B
1.7095202977252302,1.3839329405721084,B
1.9656353493460847,2.5756585191305352,B
3.1203625878471577,1.6922140924020597,B
1.9136403370361534,0.7677397470538252,B
1.066184637551158,2.0391811828841586,B
1.734010822500875,2.9163636665926593,B
1.9306937799350554,1.2348323597902797,B
1.357162793306995,0.21549097156760455,B
2.4293895437226714,2.223074740103342,B
