X,y
2.756988616645352,25
1.0778346758223747,0
2.86960592010566,19
3.355637858804951,29
2.413434903223701,15
3.8767958125580657,43
1.226210800896427,8
0.755345296688583,2
0.2212797510957214,2
3.4960443114891833,43
2.6543656563540576,21
1.944415329089545,9
2.2799686263198202,9
0.8745109527016235,2
4.445751979616826,95
2.1292211819752276,7
2.109394794604893,18
2.7257666238986924,21
2.481009231736713,14
2.2238840242791316,9
1.2095255445546882,3
2.4714683571359957,17
3.882024496475034,57
3.3454200461549775,33
3.5931866266393975,33
1.4887843235688147,4
1.010395179741419,4
1.8742130799003518,8
2.0557249122886945,10
3.0941915184709483,20
0.30753537028518063,3
3.529550319460614,36
1.8419921014210106,3
1.5731189300525799,6
0.9878956247398323,3
0.3451433281342302,1
2.8231705839619146,21
2.073317967188404,14
0.7100391002589461,3
0.7049212279363839,5
1.6642153007098717,4
3.669021525289393,38
1.7404086486363952,10
0.4968570468818938,0
1.7542569359140558,9
1.7272764302523298,13
-0.6968866429415717,1
1.9457051334821878,12
1.769065469791322,8
2.6962063648134182,31
3.848956094945345,47
3.1265650295477574,22
1.7311113094451696,7
0.8934740912583299,2
4.57335980324986,100
2.0592184340144883,14
2.0139292919129463,14
1.9758749128899966,5
2.1980847607678555,7
1.8556395880760572,7
1.4263379931197637,8
1.4531410587596079,6
1.9672467297840015,14
1.456575228866235,7
1.2871542173228356,12
2.106430227691897,10
1.7450227825791447,3
3.5039929885826884,36
-0.650969808393012,1
3.0915068519224618,26
3.2460851924976293,28
-0.07339023240814946,0
1.6573124059196513,8
1.6285591340042085,10
0.5924883052821788,1
1.2221833124091246,6
0.8894241545341712,2
3.7522704434236225,44
2.935678393147461,28
3.2715550949941585,28
2.721672064043235,22
0.870948228782771,2
1.4754797337202263,6
2.489374561227918,26
0.7778721911080546,2
2.712998430172388,20
1.7596746018418652,10
1.6251791924504029,7
2.7109599682034915,15
2.44426331148604,16
1.63903383418092,8
3.159329803364248,32
0.9189366724001027,2
2.6159356069442636,20
2.593101257968384,14
1.6904535606860098,5
2.326133022242118,7
0.7488864236146968,2
2.924027019206901,23
1.815097863557011,10
1.4772769794809606,6
3.0490092258368895,25
1.2956563094572409,6
0.5915387036364403,6
0.44337082647609627,2
2.60600995134564,21
0.7195706475037169,0
3.754794181984365,44
-0.08192940788372205,1
3.696456368290038,59
2.2110174672026184,10
1.9032868881296077,16
1.4550809131910505,4
2.399136114352071,18
1.9623652975751515,10
3.103301882016522,41
2.1142276486620397,9
2.150301761461878,11
1.6363877877861441,5
1.9430543762789325,8
2.3078017688920593,8
0.28983160734337465,0
0.651814577894287,1
2.743264094022715,24
2.170865438127942,9
1.816016663647321,9
2.0184339330653933,13
2.347581705361671,13
1.4602403196906386,3
1.2216952745976872,2
2.1958452550976815,12
1.0216272223849678,4
2.408252755714472,10
0.2974163957621596,3
3.0291556373256436,25
2.4725974824130432,19
2.2560297343138758,15
2.982690983945514,20
3.6654744444625766,44
3.0143700650181304,27
0.1591257686683547,2
0.7204230332642985,3
1.3751814223043213,2
2.026091050210834,12
2.517659020469123,9
1.2742561868465345,7
2.1867667644770785,8
1.2446170676466775,3
1.3884821970080519,6
0.5933389031517777,2
1.0767667538890957,4
0.6483153943836664,6
1.0241267470226671,3
3.0536417966078395,24
1.0506011111680569,4
4.63238206483739,111
2.4933179008808892,12
2.1848361236948737,11
1.1416422198187868,7
2.7003098794089913,14
1.424362173762226,9
2.1220098146453616,12
4.560084538268795,113
1.9039401002753502,5
3.149273326285676,26
1.2968235748741126,5
1.9650115095030383,4
3.77080063563551,54
1.3730329422122325,7
3.8124485579969285,50
2.7077519354554753,25
1.4375332241057324,3
2.632407739055521,19
2.9725544496267298,29
2.6218099622171964,18
0.4297752801095436,1
1.2728628241751314,9
1.7524813644484953,7
1.9255665708999536,12
2.620672097550678,16
2.177701000933254,10
0.6646556412898987,2
2.3801978510059634,12
2.610585745283823,14
2.55979044793104,13
3.0807807255546216,21
2.833922154548904,20
2.4591800792284366,10
1.929834288541353,11
0.33903906648400906,0
2.429618219132586,12
2.2076876871631113,9
2.2715788371953733,16
0.7232514241796903,2
0.9189434595917376,1
3.0531528533329038,34
1.960444846143345,9
2.6815006973726243,17
2.0283183761304593,8
2.0297561394957433,7
2.9382838059759977,25
1.483955271782626,3
2.0961207769409835,15
1.5377247112949572,6
1.5655037725676844,7
1.6908278765313607,7
2.222133771633713,15
1.521251378336523,5
3.255756125573521,38
1.1053926977804962,5
