individual,time,X1,X2,y
ID_0,0,9.723471397657631,5.971532807151039,23.814581472229804
ID_0,1,9.531693250553328,4.648794564576229,24.641287804732563
ID_0,2,11.534869458305817,4.295788421097572,26.891804259222795
ID_0,3,9.073164614375075,4.301405369644614,22.89415566246912
ID_0,4,6.173439510684404,2.4126232512304506,19.251343900857435
ID_0,5,7.974337759331153,5.471370998892911,19.159956529417354
ID_0,6,7.175392597329417,7.198473153382331,17.262104837857887
ID_0,7,10.135056409375848,2.8628777206798146,24.851470478050903
ID_0,8,10.221845179419732,3.2735096338665457,25.5732288454382
ID_0,9,8.79872262016239,4.562459375310085,21.429980582822285
ID_1,0,9.973005550524132,3.41343360656615,32.31269727518116
ID_1,1,7.5583127000579555,5.313295392507133,24.38855353474614
ID_1,2,7.3436279022031385,5.295291853803685,26.77906587280186
ID_1,3,10.34273656237994,4.826527576417639,30.6131700093912
ID_1,4,7.042956019265145,3.920233687407937,26.228999230556273
ID_1,5,12.11424445243783,5.515427434352692,31.25737549835654
ID_1,6,10.648167938789591,4.422376579375525,31.018819566922698
ID_1,7,11.223352577681736,6.546499283743927,31.79050048118835
ID_1,8,8.321564953554724,4.5361814362231785,28.446056635301794
ID_1,9,11.951090254244718,4.281238643232065,33.5773764126623
ID_2,0,7.607586751838658,6.218788733591297,12.260914299425632
ID_2,1,9.855979756839332,6.5052993468380365,14.40969131280606
ID_2,2,8.709760490789751,5.5420934082626205,14.637327706010357
ID_2,3,9.928347921780096,7.346965483721009,10.86352952157345
ID_2,4,11.643805008750448,5.130570602357257,17.53056881074386
ID_2,5,10.183521553071005,2.0186466280986606,17.909018269259924
ID_2,6,10.714225143023492,7.2168410671122745,14.24791977254163
ID_2,7,8.383012794213625,4.247364434623195,14.560354891293814
ID_2,8,10.657502219319369,4.205359694349442,17.603558136582713
ID_2,9,10.194155098696081,6.452967485799334,13.895130695497162
ID_3,0,9.215783693735684,2.804727577801822,20.237703022437803
ID_3,1,10.522110544359778,5.0076701849636915,19.904131802204727
ID_3,2,7.1692585158991715,4.369032015851961,15.277636911651577
ID_3,3,8.395445461556761,4.758071432500986,17.55245117016005
ID_3,4,13.77237180242106,5.261866719247759,25.068303985967304
ID_3,5,9.851108168467666,2.1218431770514377,21.41436310262229
ID_3,6,10.120460419882052,8.69486316872793,16.39412839707077
ID_3,7,10.603094684667225,4.947932345442135,19.139307380038755
ID_3,8,12.285645629030041,6.127899549030161,22.678870018375136
ID_3,9,8.181225090410521,7.104191466404149,13.548322666711341
ID_4,0,14.380911251619956,3.5141955123039677,31.127998206985342
ID_4,1,10.199302730175283,4.244786518825701,23.28674691813758
ID_4,2,10.137125949612054,3.4065444294108427,25.888331280525943
ID_4,3,8.161151531532393,7.32490160752631,18.532838187942655
ID_4,4,9.35587696758865,6.220275826054505,20.761015943106766
ID_4,5,10.45491986920826,6.960714131423642,21.4406107331136
ID_4,6,10.36926771706461,5.389824191372635,24.95815056327747
ID_4,7,7.526098578243836,3.0193150803735858,22.32992283768514
ID_4,8,10.593969346466372,5.375739275518815,24.871096277782833
ID_4,9,8.639950556843019,5.348380545741505,21.908579340971357
ID_5,0,13.731549022289514,5.710749381367681,21.265663441005636
ID_5,1,11.31310721726766,3.537977494659018,21.35460634378489
ID_5,2,12.317191158014808,3.7689765224724345,22.852224558156745
ID_5,3,10.825561853872996,6.233090239991735,19.576906481338213
ID_5,4,9.509223767994259,3.8693957534637655,16.70704752946301
ID_5,5,8.368379430069123,4.884347435878844,15.41448608108541
ID_5,6,10.553381598660039,6.240774873554035,17.278697300892894
ID_5,7,12.907068154314633,4.603014750143066,24.82660250781528
ID_5,8,11.251334695530012,3.7142636653755763,19.262941522801604
ID_5,9,10.96494483048637,4.664805822011224,19.857815992080823
ID_6,0,9.854342174686254,3.7298094228973926,22.649006621893324
ID_6,1,9.106970095865957,6.284598191485209,21.213058457608696
ID_6,2,7.508522442576024,5.259771388776773,19.806472055439176
ID_6,3,8.232285127597734,5.230587658918292,20.588354405575693
ID_6,4,7.714059404338753,5.536681040522425,20.068716923326146
ID_6,5,12.166102486350553,6.5807030780523545,23.973110021994582
ID_6,6,8.124349920169754,5.77255290081299,20.448456633384172
ID_6,7,11.030095372612095,10.779097235982082,20.858943903693373
ID_6,8,12.271131280361198,6.431002645239803,26.27947417852348
ID_6,9,9.369461510719308,6.138453830739901,20.73679210981719
ID_7,0,9.029272904341793,5.122811209079484,20.576225922222566
ID_7,1,6.265469614816503,6.02939028556177,11.777883288885642
ID_7,2,9.056136268421133,6.633425895451049,17.15765067166628
ID_7,3,7.844510444141388,3.9270444361100476,18.12063483255867
ID_7,4,8.539266736565727,5.324687884372962,17.410628603553988
ID_7,5,8.696799304788366,8.215916133987989,15.922292038610124
ID_7,6,5.949714826684786,5.279681472154142,12.854947563835433
ID_7,7,11.704866669592448,3.811218892350949,23.20949541534097
ID_7,8,11.009974557960915,6.298632791255182,19.091666163181404
ID_7,9,9.330997528318104,4.287582033258566,18.729008399596545
ID_8,0,10.80996342192191,3.1086740684974323,33.473139026545184
ID_8,1,14.244312394025266,6.548697890826721,33.435411513827994
ID_8,2,9.031531854267497,6.900366723779934,26.146606138164
ID_8,3,10.887638856292456,6.161951080144005,29.302238150150885
ID_8,4,9.8809492878764,0.13809898989639113,32.51382829996868
ID_8,5,9.49486369721368,3.1283252270527258,32.19931786951546
ID_8,6,7.139717244078735,4.339933269954525,26.195641028846058
ID_8,7,12.882546578132231,2.8462067732308407,37.03728940217412
ID_8,8,10.020466122039174,3.527737023428074,31.497884239985055
ID_8,9,10.39811939114694,4.099674684261808,31.21451262570647
ID_9,0,10.227034690502496,5.99319601178157,20.20544405816504
ID_9,1,7.524369002346302,8.1995500619844,10.84825767010063
ID_9,2,9.696429809928834,5.882475809726865,18.19308795053799
ID_9,3,8.754600960358813,4.687816624464087,16.962079221999314
ID_9,4,8.821270486111576,6.274403145531537,16.64283071439838
ID_9,5,8.614180809478691,6.349399813149876,16.222482900265945
ID_9,6,11.62572423767792,5.944443262885418,19.927468750977674
ID_9,7,8.879637919606061,6.120940407684893,17.10650683438584
ID_9,8,9.958196812071703,5.175991074963173,20.14759926961664
ID_9,9,8.81685722232834,5.820646071755057,16.44000833934577
ID_10,0,12.19755370397438,6.238124523482044,23.030934557040474
ID_10,1,12.610957614308658,5.031505762449139,24.48477876666254
ID_10,2,9.379466486813088,5.486249528732663,18.461651036729716
ID_10,3,10.193991929985437,5.89273553815537,18.670172765084285
ID_10,4,14.184774551370921,3.490973927750447,26.18178805593219
ID_10,5,12.316221747000135,6.1874940409444035,23.060051188660733
ID_10,6,11.25669101852856,4.981629840729628,20.914072267587205
ID_10,7,10.151609116387453,3.9842574327318325,21.926721445677362
ID_10,8,9.705885236995723,3.7617542048112327,20.139632633855506
ID_10,9,10.82586290855125,4.1544131707940375,21.00463741448911
ID_11,0,10.489933142217446,4.239585236943306,23.090629275612763
ID_11,1,10.464099874715272,2.827873487754014,23.2448233049527
ID_11,2,8.563111557495128,4.6798292724322295,20.63014754135448
ID_11,3,12.950712433899104,6.286489434803029,25.45537463050237
ID_11,4,9.961967584194623,3.4962059530432867,23.345909535324473
ID_11,5,9.422682722159724,5.484077840507134,20.137966924741118
ID_11,6,11.038693028482344,7.299108369503866,21.828428756123127
ID_11,7,10.803423444197882,6.035215987566668,22.19417796181721
ID_11,8,10.448184963620834,5.0188886011726925,22.97327872050149
ID_11,9,8.453980432289066,5.036765261388414,20.36799278802788
ID_12,0,11.918541652170413,8.229773686267334,27.782364005328915
ID_12,1,11.744641273441356,5.2750130086075275,32.842472475468895
ID_12,2,8.383403429289697,3.740417236728836,26.239096748082662
ID_12,3,5.752208551380386,4.211367467478858,21.755804230509007
ID_12,4,10.300787572952416,5.512633963665739,30.17296306668713
ID_12,5,11.9008476763721,4.134644516506396,30.900859268979882
ID_12,6,10.983838343013012,3.019650189469037,33.14721416777385
ID_12,7,12.358880241442574,4.296236521842943,30.643914654573834
ID_12,8,12.707744748330827,4.828190232121073,33.69259928774805
ID_12,9,6.811144682411266,4.1009374655693405,24.19692878985482
ID_13,0,9.099869057041513,5.934274898521248,18.069666206186387
ID_13,1,9.715241029957413,5.180443447567848,21.1778485897643
ID_13,2,11.42322975617778,3.3130368622431963,23.1852039425602
ID_13,3,12.555353643797018,5.498471017969387,23.920670083587176
ID_13,4,13.102303951045046,5.173511951439288,26.92884651830368
ID_13,5,10.135036962820218,8.09112188732298,20.719901745638857
ID_13,6,9.502071703041853,6.4573564264315335,19.967501331826412
ID_13,7,12.737263115064698,3.5526148091298433,27.18475725411532
ID_13,8,12.116848973699176,2.3618907703653287,25.33740530041444
ID_13,9,5.921535644479799,4.595889748333163,16.15803689267284
ID_14,0,10.148189560839551,7.442923318356938,25.39962948883902
ID_14,1,6.593235121289691,4.916678451655072,23.852360630029924
ID_14,2,9.934610503811815,1.898836849940185,30.805511496732926
ID_14,3,7.391060998990294,6.004508823245057,24.16136794646638
ID_14,4,8.120240427345289,4.22919962399496,25.249572680413152
ID_14,5,9.874641805453656,6.432713480751858,26.191851137723596
ID_14,6,11.008093031035688,4.204613572441339,29.86736111681826
ID_14,7,9.785939280090885,3.447136516370939,28.879335662172526
ID_14,8,7.6042442148223035,7.947087699374584,22.595744975185657
ID_14,9,8.600548984014829,5.320969866101333,26.043504793930484
ID_15,0,11.22833340008685,6.136261565070957,20.29814170279687
ID_15,1,8.84836351871064,4.587422454272534,16.195838152246232
ID_15,2,6.969617875602896,7.050311401166787,15.354297408306088
ID_15,3,9.501927920887244,5.864835444583649,18.767425682541372
ID_15,4,16.157761616910477,6.679362367151866,27.660386942497343
ID_15,5,8.088919118799149,2.5903305196136412,19.15972990070892
ID_15,6,8.487298509431394,2.866619435603489,18.686231333755657
ID_15,7,7.83690399277121,7.530712452608848,15.507577786353075
ID_15,8,9.984054717366766,7.219916208335039,18.172669419363622
ID_15,9,8.277431597343472,7.284686115904486,16.022460549310164
ID_16,0,9.619322643832783,3.686572619922864,14.910695367214267
ID_16,1,11.852355095063283,7.864124960705196,14.902434328579345
ID_16,2,11.125938473381142,4.024036146317259,17.79632263762093
ID_16,3,8.815212151522262,3.704013845480276,15.121898007211719
ID_16,4,8.338099767177924,5.405685238669758,12.946132578749662
ID_16,5,9.52210390626718,3.6386545069376033,15.609230151650076
ID_16,6,11.510782451651512,5.751375781436571,16.501287035897178
ID_16,7,10.19866461085845,6.127080685057684,13.540696315487875
ID_16,8,11.08672038475987,4.00606436158123,18.809596984835697
ID_16,9,8.473481686914965,2.2926768490032217,14.062307841654427
ID_17,0,10.519445003442964,3.6435250623433872,23.74336464737402
ID_17,1,6.67695987546208,4.900880302029025,15.124144105114352
ID_17,2,8.696327784395681,5.071098006974621,18.367624639036784
ID_17,3,9.23088891154035,6.509439213821661,18.302314860036955
ID_17,4,11.671384224130284,3.305439718013573,25.632953473006758
ID_17,5,12.8831372413158,1.292533249809066,27.73420873996288
ID_17,6,11.15414425436108,4.695431920935511,23.58644145147143
ID_17,7,8.79202962656836,5.12988468120935,19.16888419279989
ID_17,8,12.335564123319614,5.38163126495182,24.776068568400074
ID_17,9,9.176246067755065,4.26859066389126,20.157363116006877
ID_18,0,9.158031038359475,5.434662285344619,23.43697823980044
ID_18,1,11.742249406863385,4.510964701748239,27.178076982951914
ID_18,2,9.183849253956897,1.9428131972332192,23.185697724122853
ID_18,3,6.258416157948289,4.472729773938037,17.80011950885304
ID_18,4,13.352874624550566,5.490391060646244,27.39015927139148
ID_18,5,11.658811162366979,1.6832970364881723,28.34945438435998
ID_18,6,11.541730387773933,2.782120631330238,28.202913831695128
ID_18,7,10.676992814988829,4.377068129148798,25.118877297161973
ID_18,8,14.541385715608792,5.272799382587743,29.814320365534815
ID_18,9,9.081278200919511,3.7252334458028122,23.444327073172744
ID_19,0,10.143132474438785,4.283513829852325,17.98644834397837
ID_19,1,10.667324210573897,6.556309916386849,15.965502854352282
ID_19,2,9.460250129413257,3.531854426326539,16.640179263438206
ID_19,3,10.754600986089704,6.135482924968028,16.02093068543817
ID_19,4,11.73921184021132,7.033456788207427,18.115068103430406
ID_19,5,13.753591625116131,3.8393162013446407,22.033860643742727
ID_19,6,6.442559502191443,7.2440664672337745,10.242532606309867
ID_19,7,9.88883065817909,5.419952939479731,15.091375458842137
ID_19,8,14.891503959233653,5.193831772962842,24.01116618554076
ID_19,9,11.451533247797384,5.7215138476050695,18.54355368834681
ID_20,0,10.942936714271992,7.82303674471255,17.549023444566366
ID_20,1,13.186373253278795,4.233176485353222,21.451041594150475
