x1,x2,x3,y
2.496714153011233,-1.2434925163831088,-0.3944091066837185,7
1.8617356988288154,-0.8402715602954545,-1.7377322593421003,7
2.6476885381006925,1.1209404076848928,-0.3043152639154718,0
3.5230298564080256,0.9155553981501973,0.0845102870439608,18
1.765846625276664,-0.0313523909462222,-0.6692520774210393,5
1.7658630430508195,0.17599107496317298,0.5014366500464529,3
3.5792128155073915,1.9164973436826374,-1.6190313592828585,27
2.767434729152909,-0.887357083253745,-1.9957237626491338,0
1.5305256140650478,0.8206460717550565,-2.422976199123423,8
2.5425600435859645,-0.303288978650841,0.1968354491913465,3
1.5365823071875377,-0.32652180484083054,-0.47650747491675377,4
1.534270246429743,1.6481652779807856,-1.0444677367283641,6
2.241962271566034,1.2381245234820448,-0.7760250989441437,0
0.08671975534220211,1.2202644540009577,-1.9003912378387013,2
0.27508216748696723,1.9582182107314936,0.9566015836934612,2
1.4377124707590272,0.03150576244913857,-0.896623054419818,4
0.9871688796655762,1.0229294569424459,-0.9124841643160857,0
2.314247332595274,-0.46540013489018406,-0.4193867008810461,8
1.0919759244787888,0.48624952873266314,-0.6151926146106294,3
0.5876962986647083,-0.19521458155152688,-0.8208927805766949,0
3.465648768921554,0.1454939474890773,-1.6323795643562495,10
1.7742236995134644,0.8927355381553704,-0.6228253142912034,0
2.0675282046879238,-1.2273310248502087,0.505619597180027,0
0.5752518137865432,3.13858091352819,0.0763360369239822,7
1.4556172754748173,-1.509026072249553,0.2745493013115179,3
2.1109225897098662,-1.8212829191815982,-1.4089725411449483,2
0.8490064225776972,1.7371663102501018,-1.7916838562068647,3
2.375698018345672,1.187494040944404,-1.1006295360797185,12
1.399361310081195,0.9361797255782327,-0.9554200701690443,5
1.7083062502067232,0.9425182638964198,-0.12464678522324113,4
1.398293387770603,-0.018370159270371934,-2.3539717037718555,6
3.852278184508938,-1.3458815572287472,0.22364025556849104,0
1.986502775262066,0.1137068372905895,-1.1264063188631916,0
0.9422890710441001,-1.0157425672681675,-1.3415048559579361,0
2.822544912103189,1.4626796001266267,-1.8096835002081342,12
0.7791563500289778,-0.22058607225320798,-2.323885337492616,1
2.2088635950047553,-1.2382457951887673,-0.3414635328304683,0
0.04032987612022443,-0.48207876247949016,-0.9413456262492769,4
0.6718139511015695,0.6193971814134367,-2.031968719792843,3
2.1968612358691235,-0.8455868292059624,-2.036063017650893,6
2.7384665799954107,-1.2333305933496472,-1.2686277594321025,7
2.1713682811899706,0.36553081723786846,0.33521722023151446,0
1.8843517176117595,0.36744985666308416,-1.2076730810908838,2
1.6988963044107113,-0.7604147630566946,-2.202514362494485,5
0.5214780096325726,-0.7065574584274842,-1.1965944512687552,2
1.2801557916052912,0.3480749060364544,-1.2181788557981361,0
1.5393612290402126,-2.172126512245986,-3.1575093143532573,0
3.0571222262189157,-2.1111956615648326,-1.0434358932142498,4
2.3436182895684614,-1.0776663318786541,-1.1847476241669423,4
0.23695984463726605,-0.3201707275677709,-0.44303490814926527,0
2.324083969394795,0.4663613483970069,0.4791648759562762,0
1.6149177195836835,2.213034325424328,-0.09874797636179404,9
1.3230779996940414,1.2864894348030291,-1.2151109524438644,2
2.6116762888408678,-0.23990779494514067,-1.885220726993336,5
3.030999522495951,-0.028524311854033244,1.0586878425998885,10
2.931280119116199,-1.5037940469567133,-0.9526252527884094,5
1.1607824767773613,-0.027769703988584853,-0.988856566469643,0
1.6907876241487854,-0.4329879583802068,-1.0193000696880026,8
2.331263431403564,0.4840778405071342,-0.8415321913857158,9
2.975545127122359,-1.2408464153284844,-1.1154883295391542,0
1.52082576215471,0.7790197713617584,-1.4589296055041892,2
1.814341023336183,2.2991083695038665,-1.4374871529923137,6
0.8936650259939718,-0.16314022268528638,-1.0262026161727986,3
0.8037933759193292,0.6025675831484122,-1.434739816907012,3
2.812525822394198,1.0352159875666689,-1.5702766261417316,0
3.3562400285708227,-0.6018307078287544,-0.9148558178464825,13
1.927989878419666,0.33613872271562517,-1.2039817739366843,0
3.003532897892024,0.01888860117269229,0.20319439086615076,10
2.361636025047634,0.14651414782324756,-3.1207758467144098,12
1.3548802453948756,-1.1595146757831998,-0.12679451846203052,2
2.361395605508414,0.036765261388414044,-0.0031318460018966987,0
3.538036566465969,0.7469974368681742,-2.6587121859265195,14
1.9641739608900484,2.1767154116925624,-1.274150075264279,0
3.564643655814006,1.4389062391278102,-1.2971526927966333,25
-0.6197451040897444,3.2297736862673343,-2.126009355774257,0
